50182351,0.04,-9.09,-5.46,-2729.00,2901.00,-150.00,0.36,-0.65,-0.59,0.31,101795.02,25.23,37.65,
50211040,0.42,-8.14,-5.52,-2503.00,1978.00,-386.00,0.35,-0.67,-0.59,0.27,101784.63,26.09,37.67,
50234230,0.81,-6.85,-5.13,-3791.00,2633.00,-1920.00,0.35,-0.68,-0.61,0.21,101799.83,25.06,37.65,
50258389,1.98,-5.94,-6.04,-4865.00,4064.00,-2788.00,0.34,-0.69,-0.62,0.12,101795.83,25.16,37.64,
50284479,2.46,-5.64,-7.51,-4342.00,4716.00,-3595.00,0.34,-0.69,-0.64,0.02,101783.81,26.15,37.65,
50309431,3.61,-5.40,-7.75,-4103.00,4126.00,-4765.00,0.34,-0.67,-0.65,-0.05,101787.43,25.85,37.65,
50335215,5.68,-1.45,-6.92,-3605.00,3298.00,-4954.00,0.33,-0.64,-0.68,-0.14,101787.43,25.85,37.64,
50360999,7.64,0.36,-5.34,-4323.00,2524.00,-4727.00,0.32,-0.60,-0.70,-0.23,101783.81,25.92,37.76,
50386514,8.01,-1.24,-6.66,-5088.00,3435.00,-3864.00,0.29,-0.57,-0.70,-0.32,101810.59,23.94,37.74,
50412864,8.54,2.48,-7.16,-4190.00,3336.00,-3283.00,0.27,-0.54,-0.69,-0.41,101801.80,24.66,37.72,
50437819,9.19,4.94,-4.89,-2134.00,1936.00,-2383.00,0.26,-0.50,-0.68,-0.47,101810.56,23.94,37.70,
50463339,9.41,5.67,-4.33,-2279.00,1891.00,-1953.00,0.25,-0.48,-0.67,-0.51,101793.38,24.90,37.85,
50488860,8.94,5.10,-4.71,-2463.00,3131.00,-2449.00,0.24,-0.45,-0.66,-0.55,101825.75,22.68,37.86,
50514379,8.60,5.35,-2.44,-1863.00,2191.00,-1564.00,0.23,-0.41,-0.65,-0.60,101832.91,22.09,37.85,
50540471,7.11,4.18,-0.73,-2021.00,1529.00,-954.00,0.23,-0.39,-0.63,-0.63,101828.55,22.22,37.70,
50565162,7.57,7.82,-0.37,-2732.00,1099.00,-1824.00,0.22,-0.37,-0.60,-0.67,101798.23,24.96,37.71,
50590681,7.74,8.86,-0.99,-1986.00,806.00,-2281.00,0.19,-0.34,-0.59,-0.70,101800.60,24.76,37.74,
50615946,8.02,7.10,0.21,-565.00,743.00,-1901.00,0.18,-0.32,-0.59,-0.72,101802.59,24.60,37.76,
50640681,7.51,6.17,0.15,-335.00,-113.00,-252.00,0.17,-0.32,-0.59,-0.72,101810.59,23.94,37.79,
50665988,6.38,6.19,-0.27,-727.00,-238.00,157.00,0.17,-0.32,-0.59,-0.72,101816.16,23.48,37.80,
50690162,5.97,7.94,0.20,-746.00,-653.00,-986.00,0.16,-0.33,-0.58,-0.73,101823.34,22.88,37.83,
50718337,5.04,7.94,-0.40,-303.00,-178.00,-2067.00,0.14,-0.32,-0.59,-0.73,101824.55,22.78,37.66,
50741521,4.71,7.39,0.11,-536.00,-1713.00,-2140.00,0.10,-0.31,-0.59,-0.74,101787.00,25.89,37.66,
50765423,5.11,6.53,-0.26,-534.00,-1680.00,-2225.00,0.07,-0.31,-0.60,-0.74,101801.00,24.73,37.68,
50790942,4.99,6.82,0.06,-188.00,-1481.00,-2383.00,0.03,-0.30,-0.61,-0.73,101803.44,24.53,37.70,
50816771,4.76,8.54,-0.17,73.00,-838.00,-2672.00,0.01,0.29,0.62,0.73,101798.23,24.96,37.64,
50840163,4.08,9.65,-0.05,256.00,-43.00,-2335.00,0.02,0.27,0.63,0.73,101797.81,24.99,37.74,
50864118,4.20,8.71,-1.38,711.00,49.00,-1750.00,0.04,0.26,0.64,0.72,101810.20,23.97,37.76,
50887816,4.02,8.26,-1.64,1341.00,-207.00,-1329.00,0.05,0.25,0.66,0.71,101816.19,23.47,37.78,
50912297,4.12,8.79,-0.62,1727.00,-590.00,-916.00,0.05,0.25,0.67,0.69,101805.38,24.37,37.80,
50937083,3.43,9.25,-0.50,1633.00,-551.00,-467.00,0.06,0.25,0.69,0.68,101823.34,22.88,37.82,
50960735,2.99,9.63,-1.20,1350.00,290.00,56.00,0.05,0.24,0.71,0.66,101825.72,22.68,37.84,
50984170,2.81,8.98,-1.58,1066.00,318.00,276.00,0.04,0.24,0.72,0.65,101829.73,22.35,37.86,
51007869,2.64,8.70,-1.89,829.00,-30.00,288.00,0.04,0.25,0.72,0.65,101832.09,22.16,37.86,
51031305,2.67,9.61,-1.66,820.00,-635.00,-70.00,0.04,0.25,0.73,0.64,101829.30,22.39,37.84,
51055007,2.44,8.69,-1.64,631.00,-712.00,-407.00,0.04,0.25,0.74,0.63,101823.31,22.88,37.82,
51079530,2.34,8.55,-2.34,156.00,-398.00,-541.00,0.05,0.25,0.74,0.62,101826.53,22.62,37.79,
51102922,2.21,8.45,-2.73,-109.00,131.00,-754.00,0.05,0.25,0.74,0.62,101821.75,23.01,37.77,
51126877,2.67,9.65,-2.82,75.00,248.00,-958.00,0.06,0.23,0.74,0.62,101814.95,23.57,37.74,
51150317,2.73,10.09,-2.54,362.00,73.00,-751.00,0.06,0.22,0.75,0.62,101810.98,23.90,37.73,
51174012,2.80,10.35,-2.69,314.00,-395.00,-95.00,0.06,0.22,0.75,0.62,101809.39,24.03,37.70,
51198545,2.57,9.44,-3.11,103.00,-286.00,621.00,0.06,0.23,0.75,0.61,101801.78,24.67,37.69,
51225105,2.26,8.65,-3.25,64.00,-357.00,691.00,0.06,0.24,0.75,0.61,101802.20,24.63,37.67,
51246470,2.04,8.88,-2.65,194.00,-344.00,428.00,0.06,0.25,0.75,0.61,101797.03,25.06,37.64,
51268804,1.82,8.95,-2.21,125.00,-600.00,35.00,0.06,0.25,0.75,0.61,101797.03,25.06,37.64,
