326542906,0.28,9.93,-0.72,0,-56,-11,0.54,0.5,0.48,97962.53,262.61,21.31
326551921,0.21,9.88,-0.67,8,-60,-6,0.54,0.5,0.48,97962.53,262.61,21.31
326560938,0.23,9.84,-0.67,9,-62,0,0.54,0.5,0.48,97962.53,262.61,21.31
326569953,0.3,9.84,-0.72,7,-68,-1,0.54,0.5,0.48,97961.73,262.68,21.31
326578968,0.23,9.85,-0.66,5,-70,8,0.54,0.5,0.48,97962.41,262.62,21.31
326587982,0.34,9.93,-0.68,5,-68,4,0.54,0.5,0.48,97963.2,262.56,21.31
326599407,0.49,9.87,-0.66,11,-74,5,0.54,0.5,0.48,97963.2,262.56,21.31
326608424,0.54,9.81,-0.72,15,-69,1,0.54,0.5,0.48,97963.89,262.5,21.31
326617438,0.48,9.9,-0.77,9,-65,-2,0.54,0.5,0.48,97963.89,262.5,21.31
326626555,0.52,9.87,-0.73,12,-62,-11,0.54,0.5,0.48,97963.89,262.5,21.31
326635571,0.46,9.84,-0.76,10,-59,-14,0.54,0.5,0.48,97963.89,262.5,21.31
326644586,0.49,9.87,-0.8,9,-61,-14,0.54,0.5,0.48,97963.89,262.5,21.31
326654568,0.3,9.91,-0.78,9,-62,-17,0.54,0.5,0.48,97963.2,262.56,21.31
326663584,0.34,9.85,-0.77,3,-58,-12,0.54,0.5,0.48,97963.89,262.5,21.31
326672598,0.26,9.9,-0.72,3,-61,-13,0.54,0.5,0.48,97963.89,262.5,21.31
326681616,0.26,9.92,-0.67,9,-61,-8,0.54,0.5,0.48,97963.89,262.5,21.31
326690630,0.3,9.89,-0.67,7,-69,-3,0.54,0.5,0.48,97963.89,262.5,21.31
326699647,0.27,9.82,-0.67,4,-70,-3,0.54,0.5,0.48,97963.2,262.56,21.31
326711049,0.38,9.9,-0.69,8,-75,1,0.54,0.5,0.48,97962.53,262.61,21.31
326720063,0.41,9.88,-0.67,5,-76,-1,0.54,0.5,0.48,97962.53,262.61,21.31
326729081,0.43,9.84,-0.74,6,-70,-2,0.54,0.5,0.48,97962.53,262.61,21.31
326738098,0.46,9.9,-0.72,10,-65,-14,0.54,0.5,0.48,97962.53,262.61,21.31
326747114,0.55,9.88,-0.77,8,-68,-9,0.54,0.5,0.48,97962.53,262.61,21.31
326756128,0.41,9.9,-0.75,9,-65,-19,0.54,0.5,0.48,97962.53,262.61,21.31
326767566,0.39,9.86,-0.71,0,-61,-15,0.54,0.5,0.48,97962.53,262.61,21.31
326776580,0.35,9.87,-0.78,3,-58,-15,0.54,0.5,0.48,97962.53,262.61,21.31
326785596,0.22,9.87,-0.71,7,-58,-9,0.54,0.5,0.48,97962.53,262.61,21.31
326794609,0.21,9.91,-0.68,8,-61,-7,0.54,0.5,0.48,97963.2,262.56,21.31
326803626,0.2,9.84,-0.72,8,-68,-5,0.54,0.5,0.48,97963.2,262.56,21.31
326821940,0.25,9.87,-0.64,4,-70,3,0.54,0.5,0.48,97963.2,262.56,21.31
326831783,0.35,9.88,-0.67,8,-72,-6,0.54,0.5,0.48,97963.2,262.56,21.31
326844019,0.43,9.87,-0.7,16,-73,-6,0.54,0.5,0.48,97962.53,262.61,21.31
326853036,0.47,9.88,-0.68,8,-69,-3,0.54,0.5,0.48,97962.53,262.61,21.31
326862050,0.45,9.84,-0.76,11,-67,-4,0.54,0.5,0.48,97963.2,262.56,21.31
326871065,0.39,9.88,-0.75,8,-61,-9,0.54,0.5,0.48,97962.53,262.61,21.31
326880080,0.35,9.87,-0.77,3,-65,-14,0.54,0.5,0.48,97962.53,262.61,21.31
326889095,0.31,9.83,-0.77,8,-60,-13,0.54,0.5,0.48,97962.53,262.61,21.31
326902084,0.3,9.84,-0.71,4,-63,-12,0.54,0.5,0.48,97963.2,262.56,21.31
326911102,0.28,9.94,-0.72,3,-64,-9,0.54,0.5,0.48,97963.2,262.56,21.31
326920118,0.23,9.9,-0.7,7,-62,-12,0.54,0.5,0.48,97963.2,262.56,21.31
326929135,0.22,9.89,-0.69,4,-65,-9,0.54,0.5,0.48,97963.2,262.56,21.31
326938152,0.23,9.83,-0.64,6,-70,-3,0.54,0.5,0.48,97962.53,262.61,21.31
326947165,0.29,9.87,-0.68,10,-68,-3,0.54,0.5,0.48,97962.53,262.61,21.31
326958597,0.38,9.87,-0.7,11,-73,0,0.54,0.5,0.48,97963.2,262.56,21.31
326967610,0.5,9.87,-0.78,10,-71,0,0.54,0.5,0.48,97963.2,262.56,21.31
326976624,0.4,9.87,-0.75,7,-68,-5,0.54,0.5,0.48,97963.2,262.56,21.31
326985640,0.42,9.9,-0.73,4,-65,-7,0.54,0.5,0.48,97962.41,262.62,21.31
326994658,0.45,9.9,-0.76,10,-67,-5,0.54,0.5,0.48,97962.41,262.62,21.31
327003672,0.41,9.93,-0.79,7,-64,-9,0.54,0.5,0.48,97961.73,262.68,21.31
327015089,0.35,9.86,-0.71,9,-58,-2,0.54,0.5,0.48,97962.41,262.62,21.31
327024106,0.3,9.85,-0.75,3,-66,-7,0.54,0.5,0.48,97962.41,262.62,21.31
327033121,0.31,9.88,-0.71,8,-66,-9,0.54,0.5,0.48,97962.53,262.61,21.31
327042136,0.26,9.9,-0.66,11,-62,-6,0.54,0.5,0.48,97963.2,262.56,21.31
327051150,0.26,9.86,-0.69,3,-66,-3,0.54,0.5,0.48,97963.2,262.56,21.31
327060163,0.32,9.93,-0.65,8,-68,-6,0.54,0.5,0.48,97963.2,262.56,21.31
327071582,0.26,9.86,-0.73,9,-72,2,0.54,0.5,0.48,97963.2,262.56,21.31
327080598,0.37,9.85,-0.72,12,-67,0,0.54,0.5,0.48,97963.2,262.56,21.31
327089613,0.38,9.87,-0.73,8,-70,3,0.54,0.5,0.48,97963.2,262.56,21.31
327098631,0.39,9.81,-0.75,8,-73,-5,0.54,0.5,0.48,97963.2,262.56,21.31
327107649,0.42,9.86,-0.79,6,-68,-4,0.54,0.5,0.48,97963.2,262.56,21.31
327116666,0.45,9.82,-0.77,6,-65,-8,0.54,0.5,0.48,97963.2,262.56,21.31
327128220,0.35,9.86,-0.72,6,-63,-4,0.54,0.5,0.48,97963.2,262.56,21.31
327137235,0.34,9.88,-0.68,8,-62,-13,0.54,0.5,0.48,97963.89,262.5,21.31
327146250,0.35,9.84,-0.68,3,-59,-9,0.54,0.5,0.48,97963.89,262.5,21.32
327155264,0.29,9.84,-0.64,8,-61,-10,0.54,0.5,0.48,97964.62,262.43,21.32
327164279,0.23,9.87,-0.66,13,-69,-4,0.54,0.5,0.48,97964.62,262.43,21.32
327173293,0.21,9.9,-0.72,8,-65,-7,0.54,0.5,0.48,97963.94,262.49,21.32
327183025,0.22,9.9,-0.68,11,-68,-4,0.54,0.5,0.48,97964.62,262.43,21.32
327192042,0.29,9.85,-0.82,9,-66,-1,0.54,0.5,0.48,97963.94,262.49,21.32
327201060,0.31,9.87,-0.78,8,-69,3,0.54,0.5,0.48,97963.94,262.49,21.32
327210073,0.42,9.92,-0.73,8,-68,8,0.54,0.5,0.48,97963.94,262.49,21.31
327219089,0.4,9.84,-0.78,7,-68,6,0.54,0.5,0.48,97963.2,262.56,21.31
327228102,0.42,9.89,-0.73,7,-69,-2,0.54,0.5,0.48,97963.2,262.56,21.31
327237119,0.49,9.86,-0.77,7,-71,-2,0.54,0.5,0.48,97963.2,262.56,21.31
327248537,0.49,9.88,-0.72,5,-69,-7,0.54,0.5,0.48,97963.2,262.56,21.31
327257554,0.41,9.86,-0.69,8,-64,-11,0.54,0.5,0.48,97963.2,262.56,21.31
327266567,0.34,9.92,-0.66,7,-61,-10,0.54,0.5,0.48,97963.2,262.56,21.31
327275583,0.28,9.89,-0.64,10,-63,-8,0.54,0.5,0.48,97963.89,262.5,21.31
327284597,0.34,9.86,-0.67,9,-61,-9,0.54,0.5,0.48,97963.89,262.5,21.31
327293613,0.31,9.91,-0.62,13,-63,-6,0.54,0.5,0.48,97964.56,262.44,21.31
327305055,0.28,9.89,-0.72,13,-62,-6,0.54,0.5,0.48,97963.89,262.5,21.31
327323048,0.37,9.9,-0.72,10,-69,-5,0.54,0.5,0.48,97963.89,262.5,21.31
327333260,0.38,9.88,-0.78,10,-70,1,0.54,0.5,0.48,97963.89,262.5,21.31
327342273,0.41,9.9,-0.75,7,-70,2,0.54,0.5,0.48,97963.89,262.5,21.31
327351287,0.43,9.84,-0.75,9,-70,-5,0.54,0.5,0.48,97963.2,262.56,21.31
327360302,0.46,9.92,-0.78,8,-73,-9,0.54,0.5,0.48,97963.2,262.56,21.31
327372522,0.41,9.87,-0.68,5,-64,-6,0.54,0.5,0.48,97962.53,262.61,21.31
327381535,0.39,9.86,-0.69,7,-66,-7,0.54,0.5,0.48,97961.73,262.68,21.31
327390550,0.32,9.83,-0.67,7,-59,-11,0.54,0.5,0.48,97962.53,262.61,21.31
327399566,0.28,9.85,-0.63,10,-63,-11,0.54,0.5,0.48,97961.84,262.67,21.31
327408579,0.29,9.9,-0.68,13,-59,-4,0.54,0.5,0.48,97961.05,262.74,21.31
327417592,0.3,9.9,-0.7,10,-62,-9,0.54,0.5,0.48,97961.16,262.73,21.31
327430261,0.23,9.86,-0.7,11,-63,-9,0.54,0.5,0.48,97961.84,262.67,21.31
327439278,0.27,9.92,-0.79,12,-67,-5,0.54,0.5,0.48,97961.05,262.74,21.31
327448295,0.3,9.89,-0.71,7,-75,1,0.54,0.5,0.48,97961.05,262.74,21.31
327457309,0.34,9.84,-0.8,8,-74,-2,0.54,0.5,0.48,97961.05,262.74,21.31
327466325,0.41,9.89,-0.72,9,-67,-5,0.54,0.5,0.48,97961.84,262.67,21.31
327475339,0.36,9.86,-0.78,9,-67,-5,0.54,0.5,0.48,97961.84,262.67,21.31
327486760,0.43,9.9,-0.69,4,-69,-8,0.54,0.5,0.48,97961.84,262.67,21.31
327495774,0.41,9.89,-0.72,2,-69,-8,0.54,0.5,0.48,97961.84,262.67,21.31
327504791,0.4,9.85,-0.65,5,-70,-10,0.54,0.5,0.48,97962.53,262.61,21.31
327513804,0.36,9.87,-0.67,5,-60,-10,0.54,0.5,0.48,97962.53,262.61,21.31
327522820,0.36,9.84,-0.63,12,-62,-8,0.54,0.5,0.48,97962.53,262.61,21.31
327531835,0.33,9.87,-0.65,10,-61,-11,0.54,0.5,0.48,97962.53,262.61,21.31
327543297,0.3,9.92,-0.73,9,-62,-6,0.54,0.5,0.48,97962.53,262.61,21.31
327552311,0.19,9.87,-0.77,14,-66,-6,0.54,0.5,0.48,97962.53,262.61,21.31
327561325,0.23,9.82,-0.77,11,-67,-2,0.54,0.5,0.48,97962.53,262.61,21.31
327570342,0.31,9.89,-0.83,5,-68,-2,0.54,0.5,0.48,97962.53,262.61,21.31
327579357,0.3,9.82,-0.86,6,-71,2,0.54,0.5,0.48,97962.53,262.61,21.31
327588375,0.35,9.84,-0.8,1,-66,2,0.54,0.5,0.48,97962.53,262.61,21.31
327597388,0.4,9.87,-0.71,1,-66,5,0.54,0.5,0.48,97962.53,262.61,21.31
327608811,0.4,9.85,-0.7,0,-69,3,0.54,0.5,0.48,97962.53,262.61,21.31
327617826,0.35,9.88,-0.67,1,-70,5,0.54,0.5,0.48,97961.73,262.68,21.31
327626840,0.46,9.88,-0.66,5,-72,1,0.54,0.5,0.48,97961.73,262.68,21.31
327635855,0.44,9.86,-0.64,6,-56,-4,0.54,0.5,0.48,97961.73,262.68,21.31
327644871,0.39,9.88,-0.66,10,-62,-4,0.54,0.5,0.48,97961.73,262.68,21.31
327653884,0.34,9.88,-0.68,18,-58,-2,0.54,0.5,0.48,97961.73,262.68,21.31
327665332,0.32,9.91,-0.67,13,-63,-2,0.54,0.5,0.48,97961.73,262.68,21.31
327674347,0.36,9.92,-0.67,12,-59,-6,0.54,0.5,0.48,97961.73,262.68,21.31
327683363,0.31,9.87,-0.78,16,-70,-2,0.54,0.5,0.48,97962.41,262.62,21.31
327692377,0.3,9.88,-0.8,10,-66,-2,0.54,0.5,0.48,97962.41,262.62,21.31
327701391,0.34,9.84,-0.81,6,-67,2,0.54,0.5,0.48,97963.2,262.56,21.31
327710407,0.34,9.85,-0.74,9,-69,-1,0.54,0.5,0.48,97963.2,262.56,21.31
327720357,0.38,9.86,-0.76,5,-75,2,0.54,0.5,0.48,97963.2,262.56,21.31
327729372,0.42,9.85,-0.7,3,-69,-3,0.54,0.5,0.48,97963.2,262.56,21.31
327738389,0.43,9.9,-0.63,1,-71,2,0.54,0.5,0.48,97963.2,262.56,21.31
327747403,0.41,9.82,-0.6,12,-64,-2,0.54,0.5,0.48,97963.2,262.56,21.31
327756418,0.48,9.87,-0.59,10,-70,-9,0.54,0.5,0.48,97963.89,262.5,21.31
327765432,0.43,9.89,-0.64,11,-67,-6,0.54,0.5,0.48,97963.89,262.5,21.31
327776886,0.43,9.88,-0.64,16,-57,-11,0.54,0.5,0.48,97963.89,262.5,21.31
327785899,0.31,9.88,-0.79,15,-55,-13,0.54,0.5,0.48,97963.89,262.5,21.31
327794916,0.3,9.86,-0.76,20,-64,-16,0.54,0.5,0.48,97963.89,262.5,21.31
327803932,0.29,9.91,-0.81,12,-63,-12,0.54,0.5,0.48,97963.09,262.57,21.31
327812945,0.23,9.8,-0.79,13,-66,-11,0.54,0.5,0.48,97963.09,262.57,21.31
327829527,0.34,9.81,-0.85,7,-68,-9,0.54,0.5,0.48,97963.89,262.5,21.31
327844288,0.3,9.84,-0.81,5,-74,-7,0.54,0.5,0.48,97964.56,262.44,21.31
327853301,0.34,9.86,-0.75,4,-72,-6,0.54,0.5,0.48,97964.56,262.44,21.31
327862316,0.38,9.83,-0.71,6,-71,-6,0.54,0.5,0.48,97964.56,262.44,21.31
327871332,0.44,9.85,-0.64,4,-70,-7,0.54,0.5,0.48,97964.56,262.44,21.31
327880348,0.47,9.85,-0.62,10,-67,-9,0.54,0.5,0.48,97964.56,262.38,21.31
327889362,0.39,9.86,-0.6,10,-67,-12,0.54,0.5,0.48,97964.45,262.45,21.31
327902100,0.37,9.95,-0.69,15,-60,-15,0.54,0.5,0.48,97964.45,262.45,21.31
327911117,0.33,9.86,-0.76,11,-62,-16,0.54,0.5,0.48,97965.25,262.38,21.31
327920133,0.31,9.9,-0.85,10,-58,-15,0.54,0.5,0.48,97965.25,262.38,21.31
327929148,0.32,9.81,-0.82,10,-62,-12,0.54,0.5,0.48,97965.25,262.38,21.31
327938161,0.24,9.89,-0.8,11,-57,-8,0.54,0.5,0.48,97965.25,262.38,21.31
327947178,0.23,9.87,-0.8,6,-65,-9,0.54,0.5,0.48,97965.25,262.38,21.31
327957103,0.29,9.91,-0.77,3,-66,-2,0.54,0.5,0.48,97965.25,262.38,21.31
327966120,0.29,9.84,-0.8,-2,-71,1,0.54,0.5,0.48,97965.25,262.38,21.31
327975134,0.33,9.87,-0.7,-4,-73,2,0.54,0.5,0.48,97965.25,262.38,21.31
327984149,0.34,9.86,-0.68,-5,-72,2,0.54,0.5,0.48,97964.56,262.44,21.31
327993166,0.39,9.93,-0.57,-2,-72,1,0.54,0.5,0.48,97964.56,262.44,21.31
328002180,0.4,9.89,-0.62,2,-71,6,0.54,0.5,0.48,97964.56,262.44,21.31
328013592,0.39,9.89,-0.6,12,-73,0,0.54,0.5,0.48,97964.56,262.44,21.31
328022610,0.36,9.92,-0.61,13,-61,-6,0.54,0.5,0.48,97964.56,262.44,21.31
328031627,0.35,9.85,-0.69,14,-61,-8,0.54,0.5,0.48,97963.78,262.51,21.31
328040643,0.37,9.89,-0.72,13,-60,-1,0.54,0.5,0.48,97963.09,262.57,21.31
328049658,0.31,9.82,-0.73,12,-57,-8,0.54,0.5,0.48,97963.09,262.57,21.31
328058672,0.32,9.87,-0.81,8,-62,-1,0.54,0.5,0.48,97963.09,262.57,21.31
328067686,0.25,9.84,-0.8,8,-63,-5,0.54,0.5,0.48,97963.89,262.5,21.31
328079104,0.3,9.87,-0.8,3,-65,5,0.54,0.5,0.48,97963.89,262.5,21.31
328088121,0.3,9.9,-0.79,3,-69,2,0.54,0.5,0.48,97962.41,262.62,21.31
328097134,0.34,9.94,-0.69,2,-71,2,0.54,0.5,0.48,97963.09,262.57,21.31
328106148,0.41,9.87,-0.67,2,-79,6,0.54,0.5,0.48,97963.09,262.62,21.31
328115161,0.43,9.9,-0.62,5,-73,0,0.54,0.5,0.48,97963.2,262.56,21.31
328124177,0.46,9.92,-0.58,10,-68,-4,0.54,0.5,0.48,97963.2,262.56,21.31
328134130,0.46,9.89,-0.65,12,-69,-6,0.54,0.5,0.48,97963.2,262.56,21.31
328143146,0.42,9.83,-0.66,12,-63,-6,0.54,0.5,0.48,97963.89,262.5,21.31
328152162,0.42,9.87,-0.79,13,-65,-6,0.54,0.5,0.48,97963.89,262.5,21.31
328161178,0.36,9.88,-0.78,8,-62,-9,0.54,0.5,0.48,97963.89,262.5,21.31
328170193,0.36,9.83,-0.8,10,-66,-11,0.54,0.5,0.48,97963.89,262.5,21.31
328179211,0.33,9.83,-0.81,6,-63,-13,0.54,0.5,0.48,97963.89,262.5,21.31
328190650,0.25,9.88,-0.82,3,-68,-5,0.54,0.5,0.48,97963.89,262.5,21.31
328199664,0.25,9.89,-0.77,-1,-67,-9,0.54,0.5,0.48,97963.89,262.56,21.31
328208680,0.33,9.85,-0.77,-2,-69,-4,0.54,0.5,0.48,97962.41,262.62,21.31
328217696,0.3,9.86,-0.71,4,-72,-9,0.54,0.5,0.48,97962.41,262.62,21.31
328226709,0.32,9.83,-0.66,0,-73,-7,0.54,0.5,0.48,97963.2,262.56,21.31
328235726,0.41,9.88,-0.65,2,-65,-2,0.54,0.5,0.48,97963.2,262.56,21.31
328247121,0.43,9.81,-0.7,4,-72,-6,0.54,0.5,0.48,97962.41,262.62,21.31
328256136,0.38,9.86,-0.68,4,-61,-3,0.54,0.5,0.48,97962.41,262.62,21.31
328265151,0.47,9.84,-0.68,4,-69,-8,0.54,0.5,0.48,97962.41,262.62,21.31
328274290,0.39,9.87,-0.75,6,-63,-10,0.54,0.5,0.48,97963.2,262.56,21.31
328283304,0.4,9.89,-0.69,7,-63,-16,0.54,0.5,0.48,97962.41,262.62,21.31
328292319,0.33,9.88,-0.75,6,-62,-15,0.54,0.5,0.48,97962.41,262.62,21.31
328303749,0.34,9.91,-0.81,5,-58,-16,0.54,0.5,0.48,97962.41,262.62,21.31
328312763,0.33,9.86,-0.79,2,-60,-7,0.54,0.5,0.48,97962.41,262.62,21.31
328321779,0.27,9.87,-0.72,3,-69,-7,0.54,0.5,0.48,97962.41,262.62,21.31
328338267,0.26,9.88,-0.68,-2,-71,1,0.54,0.5,0.48,97962.41,262.62,21.31
328348128,0.23,9.84,-0.65,2,-75,-5,0.54,0.5,0.48,97963.09,262.57,21.31
328357144,0.34,9.89,-0.6,8,-69,-2,0.54,0.5,0.48,97962.41,262.62,21.31
328369385,0.34,9.82,-0.58,4,-72,1,0.54,0.5,0.48,97963.09,262.57,21.31
328378398,0.38,9.92,-0.6,10,-73,-1,0.54,0.5,0.48,97963.09,262.57,21.31
328387413,0.4,9.84,-0.66,10,-70,-7,0.54,0.5,0.48,97963.09,262.57,21.31
328396427,0.46,9.86,-0.71,13,-62,-9,0.54,0.5,0.48,97963.78,262.51,21.31
328405442,0.43,9.84,-0.71,10,-60,-5,0.54,0.5,0.48,97963.78,262.51,21.31
328414459,0.38,9.84,-0.77,14,-57,-8,0.54,0.5,0.48,97963.09,262.57,21.31
328428836,0.32,9.85,-0.76,7,-64,-7,0.54,0.5,0.48,97963.09,262.57,21.31
328437853,0.21,9.88,-0.73,5,-68,-8,0.54,0.5,0.48,97963.09,262.62,21.31
328446868,0.3,9.91,-0.73,7,-65,-2,0.54,0.5,0.48,97962.41,262.62,21.31
328455885,0.24,9.87,-0.7,9,-67,0,0.54,0.5,0.48,97962.41,262.62,21.31
328464900,0.36,9.91,-0.75,10,-68,-2,0.54,0.5,0.48,97963.09,262.57,21.31
328473916,0.33,9.85,-0.68,7,-69,3,0.54,0.5,0.48,97963.09,262.57,21.31
328482933,0.41,9.84,-0.67,9,-69,-1,0.54,0.5,0.48,97963.09,262.57,21.31
328494348,0.43,9.87,-0.69,8,-68,-4,0.54,0.5,0.48,97962.41,262.62,21.31
328503362,0.44,9.9,-0.73,7,-66,-6,0.54,0.5,0.48,97963.09,262.57,21.31
328512379,0.45,9.91,-0.73,12,-62,-8,0.54,0.5,0.48,97962.41,262.62,21.31
328521393,0.44,9.88,-0.71,10,-66,-5,0.54,0.5,0.48,97962.41,262.62,21.31
328530411,0.46,9.89,-0.71,8,-62,-10,0.54,0.5,0.48,97962.41,262.62,21.31
328539427,0.36,9.86,-0.76,11,-64,-11,0.54,0.5,0.48,97962.41,262.62,21.31
328550896,0.36,9.88,-0.77,10,-61,-9,0.54,0.5,0.48,97962.41,262.62,21.31
328559913,0.38,9.84,-0.75,5,-65,-9,0.54,0.5,0.48,97962.41,262.62,21.31
328568926,0.33,9.83,-0.75,9,-66,-11,0.54,0.5,0.48,97962.41,262.62,21.31
328577943,0.28,9.92,-0.79,4,-69,-8,0.54,0.5,0.48,97963.2,262.56,21.31
328586956,0.33,9.86,-0.73,1,-69,-6,0.54,0.5,0.48,97963.2,262.56,21.31
328595970,0.34,9.9,-0.68,6,-77,-3,0.54,0.5,0.48,97963.09,262.57,21.31
328607379,0.43,9.84,-0.69,8,-70,1,0.54,0.5,0.48,97962.41,262.62,21.31
328616394,0.38,9.89,-0.73,8,-67,-6,0.54,0.5,0.48,97962.41,262.62,21.31
328625412,0.4,9.83,-0.72,8,-67,-6,0.54,0.5,0.48,97962.41,262.62,21.31
328634428,0.43,9.87,-0.72,13,-64,-10,0.54,0.5,0.48,97962.41,262.62,21.31
328643441,0.39,9.88,-0.76,8,-69,-12,0.54,0.5,0.48,97962.41,262.62,21.31
328652458,0.36,9.87,-0.74,4,-71,-8,0.54,0.5,0.48,97962.41,262.62,21.31
328662405,0.35,9.83,-0.74,0,-63,-10,0.54,0.5,0.48,97963.2,262.56,21.31
328671421,0.34,9.88,-0.74,4,-60,-9,0.54,0.5,0.48,97963.2,262.56,21.31
328680438,0.33,9.87,-0.76,-1,-61,-9,0.54,0.5,0.48,97962.53,262.61,21.31
328689453,0.29,9.88,-0.74,1,-65,-6,0.54,0.5,0.48,97962.53,262.61,21.31
328698469,0.27,9.89,-0.71,9,-65,-2,0.54,0.5,0.48,97962.53,262.61,21.31
328707485,0.28,9.9,-0.66,1,-66,-3,0.54,0.5,0.48,97962.53,262.61,21.31
328718902,0.3,9.92,-0.68,4,-71,2,0.54,0.5,0.48,97962.53,262.61,21.31
328727914,0.34,9.88,-0.63,6,-69,2,0.54,0.5,0.48,97962.53,262.61,21.31
328736928,0.38,9.89,-0.65,9,-70,3,0.54,0.5,0.48,97962.53,262.61,21.31
328745943,0.43,9.87,-0.67,10,-64,2,0.54,0.5,0.48,97962.53,262.61,21.31
328754960,0.42,9.86,-0.67,10,-70,-2,0.54,0.5,0.48,97962.53,262.61,21.31
328763976,0.43,9.85,-0.71,12,-62,-4,0.54,0.5,0.48,97962.53,262.61,21.31
328775422,0.42,9.83,-0.76,10,-61,-7,0.54,0.5,0.48,97961.84,262.67,21.31
328784439,0.37,9.87,-0.78,10,-60,-8,0.54,0.5,0.48,97961.84,262.67,21.31
328793453,0.35,9.82,-0.76,11,-62,-4,0.54,0.5,0.48,97961.84,262.67,21.31
328802467,0.35,9.89,-0.67,11,-66,-4,0.54,0.5,0.48,97961.84,262.67,21.31
328811482,0.31,9.85,-0.72,9,-69,-3,0.54,0.5,0.48,97962.53,262.61,21.31
328820497,0.3,9.95,-0.63,13,-66,0,0.54,0.5,0.48,97961.84,262.67,21.31
328841074,0.32,9.84,-0.73,17,-72,-1,0.54,0.5,0.48,97963.2,262.56,21.31
328850948,0.4,9.87,-0.7,10,-71,-2,0.54,0.5,0.48,97962.41,262.62,21.31
328859965,0.39,9.93,-0.73,13,-71,2,0.54,0.5,0.48,97962.41,262.62,21.31
328868978,0.46,9.9,-0.7,16,-70,-12,0.54,0.5,0.48,97962.41,262.62,21.31
328877996,0.47,9.89,-0.73,11,-69,-2,0.54,0.5,0.48,97962.41,262.62,21.31
328887014,0.48,9.92,-0.71,18,-64,-10,0.54,0.5,0.48,97963.2,262.56,21.31
328896030,0.45,9.92,-0.72,11,-66,-10,0.54,0.5,0.48,97962.53,262.61,21.31
328908310,0.36,9.86,-0.78,11,-64,-13,0.54,0.5,0.48,97961.73,262.68,21.31
328917324,0.36,9.88,-0.73,7,-61,-7,0.54,0.5,0.48,97961.05,262.74,21.31
328926337,0.39,9.88,-0.77,10,-62,-15,0.54,0.5,0.48,97961.84,262.67,21.31
328935350,0.24,9.9,-0.76,7,-63,-13,0.54,0.5,0.48,97961.84,262.67,21.31
328944365,0.23,9.86,-0.73,7,-62,-14,0.54,0.5,0.48,97961.84,262.67,21.31
328953378,0.31,9.93,-0.72,6,-67,-7,0.54,0.5,0.48,97961.84,262.67,21.31
328966293,0.33,9.84,-0.73,11,-71,-4,0.54,0.5,0.48,97962.53,262.61,21.31
328975306,0.4,9.9,-0.73,9,-70,-3,0.54,0.5,0.48,97963.2,262.56,21.31
328984320,0.41,9.89,-0.7,12,-66,-5,0.54,0.5,0.48,97963.2,262.56,21.31
